section	kabupaten_source	kecamatan	dealer_or_pos	ring_status	source_file	sheet	source_cell	currentness
Tebo	TEBO	RIMBO ILIR	Badoray Rimbo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D115	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ILIR	DAM Rimbo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E115	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ILIR	WJM Rimbo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F115	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ILIR	WJM Tebo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G115	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ULU	Agung Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C116	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ULU	Badoray Rimbo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D116	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ULU	DAM Rimbo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E116	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ULU	WJM Rimbo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F116	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ULU	WJM Tebo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G116	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SERAI SERUMPUN	Agung Motor	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C117	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SERAI SERUMPUN	Badoray Rimbo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D117	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SERAI SERUMPUN	DAM Rimbo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E117	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SERAI SERUMPUN	WJM Rimbo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F117	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SERAI SERUMPUN	WJM Tebo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G117	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SUMAY	Agung Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C118	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SUMAY	Badoray Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D118	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SUMAY	DAM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E118	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SUMAY	WJM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F118	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	SUMAY	WJM Tebo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G118	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ILIR	Agung Motor	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C119	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ILIR	Badoray Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D119	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ILIR	DAM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E119	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ILIR	WJM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F119	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ILIR	WJM Tebo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G119	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO TENGAH	Agung Motor	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C120	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO TENGAH	Badoray Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D120	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO TENGAH	DAM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E120	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO TENGAH	WJM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F120	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO TENGAH	WJM Tebo	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G120	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ULU	Agung Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C121	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ULU	Badoray Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D121	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ULU	DAM Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E121	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ULU	WJM Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F121	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TEBO ULU	WJM Tebo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G121	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TENGAH ILIR	Agung Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C122	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TENGAH ILIR	Badoray Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D122	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TENGAH ILIR	DAM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E122	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TENGAH ILIR	WJM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F122	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	TENGAH ILIR	WJM Tebo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G122	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO	Agung Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C123	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO	Badoray Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D123	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO	DAM Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E123	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO	WJM Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F123	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO	WJM Tebo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G123	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO ILIR	Agung Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C124	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO ILIR	Badoray Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D124	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO ILIR	DAM Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E124	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO ILIR	WJM Rimbo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F124	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	VII KOTO ILIR	WJM Tebo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G124	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	BERBAK	Bulan Sabak	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C129	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	BERBAK	TDM Muara Sabak	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D129	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	BERBAK	POS TDM Rantau Rasau	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E129	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	DENDANG	Bulan Sabak	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C130	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	DENDANG	TDM Muara Sabak	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D130	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	DENDANG	POS TDM Rantau Rasau	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E130	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	GERAGAI	Bulan Sabak	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C131	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	GERAGAI	TDM Muara Sabak	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D131	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	GERAGAI	POS TDM Rantau Rasau	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E131	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	KUALA JAMBI	Bulan Sabak	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C132	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	KUALA JAMBI	TDM Muara Sabak	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D132	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	KUALA JAMBI	POS TDM Rantau Rasau	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E132	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MENDAHARA	Bulan Sabak	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C133	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MENDAHARA	TDM Muara Sabak	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D133	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MENDAHARA	POS TDM Rantau Rasau	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E133	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MENDAHARA ULU	Bulan Sabak	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C134	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MENDAHARA ULU	TDM Muara Sabak	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D134	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MENDAHARA ULU	POS TDM Rantau Rasau	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E134	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MUARA SABAK BARAT	Bulan Sabak	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C135	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MUARA SABAK BARAT	TDM Muara Sabak	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D135	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MUARA SABAK BARAT	POS TDM Rantau Rasau	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E135	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MUARA SABAK TIMUR	Bulan Sabak	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C136	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MUARA SABAK TIMUR	TDM Muara Sabak	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D136	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	MUARA SABAK TIMUR	POS TDM Rantau Rasau	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E136	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	NIPAH PANJANG	Bulan Sabak	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C137	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	NIPAH PANJANG	TDM Muara Sabak	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D137	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	NIPAH PANJANG	POS TDM Rantau Rasau	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E137	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	RANTAU RASAU	Bulan Sabak	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C138	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	RANTAU RASAU	TDM Muara Sabak	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D138	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	RANTAU RASAU	POS TDM Rantau Rasau	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E138	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	SADU	Bulan Sabak	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C139	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	SADU	TDM Muara Sabak	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D139	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjab Tim	TANJAB TIMUR	SADU	POS TDM Rantau Rasau	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E139	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BATANG ASAM	Bulan Merlung	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C144	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BATANG ASAM	Bulan Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D144	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BATANG ASAM	SSP Tebing	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E144	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BATANG ASAM	TDM Merlung	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F144	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BATANG ASAM	POS TDM Sei Badar	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G144	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BATANG ASAM	POS Patria Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H144	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BETARA	Bulan Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C145	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BETARA	Bulan Tungkal	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D145	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BETARA	SSP Tebing	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E145	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BETARA	TDM Merlung	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F145	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BETARA	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G145	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BETARA	POS Patria Tungkal	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H145	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BRAM ITAM	Bulan Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C146	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BRAM ITAM	Bulan Tungkal	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D146	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BRAM ITAM	SSP Tebing	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E146	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BRAM ITAM	TDM Merlung	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F146	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BRAM ITAM	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G146	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	BRAM ITAM	POS Patria Tungkal	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H146	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	KUALA BETARA	Bulan Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C147	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	KUALA BETARA	Bulan Tungkal	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D147	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	KUALA BETARA	SSP Tebing	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E147	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	KUALA BETARA	TDM Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F147	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	KUALA BETARA	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G147	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	KUALA BETARA	POS Patria Tungkal	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H147	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MERLUNG	Bulan Merlung	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C148	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MERLUNG	Bulan Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D148	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MERLUNG	SSP Tebing	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E148	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MERLUNG	TDM Merlung	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F148	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MERLUNG	POS TDM Sei Badar	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G148	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MERLUNG	POS Patria Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H148	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MUARA PAPALIK	Bulan Merlung	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C149	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MUARA PAPALIK	Bulan Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D149	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MUARA PAPALIK	SSP Tebing	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E149	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MUARA PAPALIK	TDM Merlung	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F149	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MUARA PAPALIK	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G149	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	MUARA PAPALIK	POS Patria Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H149	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	PENGABUAN	Bulan Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C150	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	PENGABUAN	Bulan Tungkal	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D150	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	PENGABUAN	SSP Tebing	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E150	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	PENGABUAN	TDM Merlung	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F150	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	PENGABUAN	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G150	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	PENGABUAN	POS Patria Tungkal	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H150	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	RENAH MENDALUH	Bulan Merlung	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C151	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	RENAH MENDALUH	Bulan Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D151	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	RENAH MENDALUH	SSP Tebing	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E151	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	RENAH MENDALUH	TDM Merlung	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F151	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
