section	kabupaten_source	kecamatan	dealer_or_pos	ring_status	source_file	sheet	source_cell	currentness
Batanghari	BATANGHARI	PEMAYUNG	TJS Rengas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E29	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	PEMAYUNG	POS TDM JeMas	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F29	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	PEMAYUNG	Argo Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G29	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II BABEKO	Badoray Kuamang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C34	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II BABEKO	Badoray Lintas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D34	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II BABEKO	Bobby Racing Shop	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E34	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II BABEKO	Makmur Sentosa Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F34	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II BABEKO	TDM Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G34	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II BABEKO	POS PAS Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H34	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II PELAYANG	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C35	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II PELAYANG	Badoray Lintas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D35	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II PELAYANG	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E35	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II PELAYANG	Makmur Sentosa Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F35	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II PELAYANG	TDM Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G35	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN II PELAYANG	POS PAS Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H35	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C36	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III	Badoray Lintas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D36	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E36	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III	Makmur Sentosa Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F36	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III	TDM Bungo	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G36	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III	POS PAS Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H36	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III ULU	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C37	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III ULU	Badoray Lintas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D37	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III ULU	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E37	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III ULU	Makmur Sentosa Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F37	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III ULU	TDM Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G37	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BATHIN III ULU	POS PAS Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H37	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BUNGO DANI	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C38	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BUNGO DANI	Badoray Lintas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D38	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BUNGO DANI	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E38	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BUNGO DANI	Makmur Sentosa Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F38	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BUNGO DANI	TDM Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G38	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	BUNGO DANI	POS PAS Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H38	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C39	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN	Badoray Lintas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D39	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E39	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN	Makmur Sentosa Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F39	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN	TDM Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G39	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN	POS PAS Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H39	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN ILIR	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C40	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN ILIR	Badoray Lintas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D40	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN ILIR	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E40	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN ILIR	Makmur Sentosa Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F40	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN ILIR	TDM Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G40	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	JUJUHAN ILIR	POS PAS Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H40	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	LIMBUR LUBUK MENGKUANG	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C41	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	LIMBUR LUBUK MENGKUANG	Badoray Lintas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D41	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	LIMBUR LUBUK MENGKUANG	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E41	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	LIMBUR LUBUK MENGKUANG	Makmur Sentosa Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F41	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	LIMBUR LUBUK MENGKUANG	TDM Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G41	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	LIMBUR LUBUK MENGKUANG	POS PAS Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H41	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	MUKO-MUKO BATHIN VII	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C42	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	MUKO-MUKO BATHIN VII	Badoray Lintas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D42	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	MUKO-MUKO BATHIN VII	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E42	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	MUKO-MUKO BATHIN VII	Makmur Sentosa Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F42	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	MUKO-MUKO BATHIN VII	TDM Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G42	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	MUKO-MUKO BATHIN VII	POS PAS Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H42	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PASAR MUARA BUNGO	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C43	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PASAR MUARA BUNGO	Badoray Lintas	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D43	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PASAR MUARA BUNGO	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E43	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PASAR MUARA BUNGO	Makmur Sentosa Motor	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F43	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PASAR MUARA BUNGO	TDM Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G43	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PASAR MUARA BUNGO	POS PAS Bungo	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H43	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT	Badoray Kuamang	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C44	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT	Badoray Lintas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D44	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT	Bobby Racing Shop	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E44	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT	Makmur Sentosa Motor	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F44	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT	TDM Bungo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G44	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT	POS PAS Bungo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H44	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT ILIR	Badoray Kuamang	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C45	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT ILIR	Badoray Lintas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D45	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT ILIR	Bobby Racing Shop	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E45	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT ILIR	Makmur Sentosa Motor	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F45	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT ILIR	TDM Bungo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G45	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	PELEPAT ILIR	POS PAS Bungo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H45	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RANTAU PANDAN	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C46	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RANTAU PANDAN	Badoray Lintas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D46	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RANTAU PANDAN	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E46	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RANTAU PANDAN	Makmur Sentosa Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F46	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RANTAU PANDAN	TDM Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G46	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RANTAU PANDAN	POS PAS Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H46	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RIMBO TENGAH	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C47	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RIMBO TENGAH	Badoray Lintas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D47	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RIMBO TENGAH	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E47	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RIMBO TENGAH	Makmur Sentosa Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F47	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RIMBO TENGAH	TDM Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G47	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	RIMBO TENGAH	POS PAS Bungo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H47	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C48	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL	Badoray Lintas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D48	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E48	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL	Makmur Sentosa Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F48	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL	TDM Bungo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G48	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL	POS PAS Bungo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H48	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL LINTAS	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C49	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL LINTAS	Badoray Lintas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D49	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL LINTAS	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E49	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL LINTAS	Makmur Sentosa Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F49	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL LINTAS	TDM Bungo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G49	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH SEPENGGAL LINTAS	POS PAS Bungo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H49	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH TUMBUH	Badoray Kuamang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C50	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH TUMBUH	Badoray Lintas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D50	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH TUMBUH	Bobby Racing Shop	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E50	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH TUMBUH	Makmur Sentosa Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F50	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH TUMBUH	TDM Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G50	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Bungo	BUNGO	TANAH TUMBUH	POS PAS Bungo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H50	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO	Anugrah Honda Motor	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C55	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO	CLS Bangko	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D55	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E55	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO	Mitra Sentosa Mas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F55	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO	TDM Bangko	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G55	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO	POS TDM Pamenang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H55	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO BARAT	Anugrah Honda Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C56	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO BARAT	CLS Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D56	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO BARAT	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E56	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO BARAT	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F56	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO BARAT	TDM Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G56	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BANGKO BARAT	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H56	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BATANG MASUMAI	Anugrah Honda Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C57	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BATANG MASUMAI	CLS Bangko	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D57	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BATANG MASUMAI	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E57	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BATANG MASUMAI	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F57	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BATANG MASUMAI	TDM Bangko	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G57	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	BATANG MASUMAI	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H57	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	JANGKAT	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C58	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	JANGKAT	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D58	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	JANGKAT	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E58	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	JANGKAT	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F58	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	JANGKAT	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G58	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	JANGKAT	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H58	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	LEMBAH MASURAI	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C59	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
